GLOBAL,CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRD,GTM,GIN,GNB,GUY,HTI,VAT,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NZL,NIC,NER,NGA,NIU,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,KNA,LCA,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,GUF,ESH,TWN,GRL,EAZ,SJM,PRI,IMN,JEY,GGY,VIR
,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Average Years of Education,,Description Average Years of Education,,0=[0xBD0026][14] 1=[0xF03B20][9.53188] 2=[0xFD8D3C][7.810027] 3=[0xFEB24C][6.398654] 4=[0xFED976][5.00386725460169],,,,,1.8835997488962,,4.97283529745306,,1.96844859084894,,,7.52639212555204,10.587505198587,,12.2341839693429,10.3415882886641,10.6905699298995,,,3.52121937018058,9.05948531370221,9.61829914489198,9.54018134343437,,1.72372185885855,,,,,7.79969020562245,6.40639030970997,,,9.49810540027057,0.494408480541636,1.25713321786502,5.45021881532184,4.10278557779741,11.9056334581998,,,,3.23470998511742,8.70992975027835,5.90191827655247,6.16403760550855,,5.3952422233766,,5.99170195895411,,,7.41644167101785,7.79080045534792,10.4286206256106,,,10.6628184698818,,,4.89001278037555,7.34874493272916,5.31962270786515,4.66976123862411,,,10.2040665274576,,7.02691659928176,10.295539942144,9.57619851418244,4.48561698970358,2.22353893443592,10.6000241701956,12.4017290705736,4.78766378554417,,8.49129024428257,,4.07121271829145,1.8727570609395,,7.65596249728659,3.19254859698194,,4.80265061174146,,9.60759436395623,9.68958355099525,3.53272830116225,,,4.83574635630212,9.24935493962169,10.0147654636831,8.56131565301648,7.9473787933678,11.4260850697819,6.6653347277703,10.2838876862321,5.27893377526014,,,10.0839852113706,,10.0309698222348,7.09753366952174,4.54,2.91866805805549,,,9.6664644002638,,,3.22864273627794,3.23744797552709,7.93553118211454,,0.879045144902304,,,2.75319369712026,6.82253099332328,7.13853995020774,,,,,,2.63542486442976,2.06775387667166,,6.18807084296798,,1.98509367277502,10.3646336661638,,10.7999067055649,5.43958890991916,0.808215327139358,2.90861897489836,,11.4694093917034,,2.99382118971171,,,7.87612308758361,,5.84359505060297,7.35711689395157,7.25737509538284,7.75554474308476,5.74322635240978,,,,9.32416439963927,10.4918969945311,2.17918055671641,,,,,,,6.21375231506993,2.30000631742472,,9.26287882477108,2.91690841652606,7.36560290435057,10.2347673251096,,,0.931993034662993,6.05160423999444,8.07477610434928,6.40427167845563,,,6.15,10.8888233636513,12.3064912120219,5.54882611789149,9.75427191633836,6.41028879392294,,,3.51217641759078,,,9.03702787083742,3.27671682049369,5.28191286313159,,,,2.73574779286634,10.0735251993011,,11.674708832649,,12.0394100487873,7.3039617218159,10.1936643389543,,,,,5.39667740395646,7.19026091939364,,,,,,,10.505635163929,,,,
,,,Educational Inequality Gini Coefficient,,Description Educational Inequality Gini Coefficient,,0=[0xBD0026][100] 1=[0xF03B20][91] 2=[0xFD8D3C][81] 3=[0xFEB24C][69] 4=[0xFED976][57],,,,,81.890833695705,,49.6148184870113,,58.2594025857713,,,16.6614474243755,17.8888762934192,,12.2311312058294,6.95865468665082,15.1589027379463,,,64.5951687092431,7.29058658039197,23.7215081472075,17.1784499928079,,80.8812403319934,,,,,31.3859607918963,32.9294494209292,,,20.6195207336377,94.4193173098967,77.7558711983035,14.0860957131852,43.5915116379983,17.3902494418137,,,,58.6119287125482,13.487491205031,34.4000712054875,25.5980768397572,,45.5286872999312,,30.4652391486088,,,31.4946675202743,23.8457131506802,,,,8.68797795375415,,,36.011010434984,30.7793743923419,54.2793303569416,33.7342235504389,,,23.795386490433,,20.2057966551199,16.9888989970769,19.6777981773828,31.6568775673633,79.1309656502267,19.875230670088,10.9701838853001,49.5534444535602,,24.4723638640434,,39.647268263303,78.0228509936466,,18.4013893830409,53.0544169700208,,29.5773415636472,,11.7404696828249,21.750867773353,55.6451267485907,,,49.7520257605851,16.7559283188123,24.0900049885924,20.3611791948373,21.5754073706316,9.05286860193783,43.8558296581516,18.533795585567,29.0393853693736,,,17.9855459630529,,19.3170740752137,38.8712014334529,31.89732059,67.8877199255431,,,25.1002210114499,,,40.617534883204,47.1123546236569,30.1584128038536,,89.9331478376712,,,60.3636601672842,30.9343919708671,29.4996514328807,,,,,,70.5975028093921,53.4239967291886,,36.6064674630728,,79.0568665547154,15.9632955208094,,19.3589975539783,35.9957341793621,87.8058037761872,61.4793544812759,,10.4397769373961,,71.8096571162667,,,26.9635514929315,,22.9630384053746,26.2313185248652,21.3653604163185,28.8792414156584,26.9308742521647,,,,24.6300638506848,22.2130385155183,65.2077160846548,,,,,,,41.4309068459497,70.8298049482204,,22.7372394681713,72.617949261878,36.8024488699641,,,,88.4292934289461,25.7218404946643,20.9474866174413,25.6236669364566,,,34.7,12.454753072919,7.81837640958347,46.2175052347064,12.7500260828781,24.05393511221,,,55.7727888003808,,,14.7530955343196,56.7249603993436,40.7702279301283,,,,46.6442526860746,23.3830177779967,,9.47674113087588,,13.7733183758368,18.3369079648271,17.7995813379588,,,,,36.3372107198949,33.1359695873095,,,,,,,25.433490496103,,,,
,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Average Years of Education,,Description Average Years of Education,,0=[0xBD0026][14] 1=[0xF03B20][9.53188] 2=[0xFD8D3C][7.810027] 3=[0xFEB24C][6.398654] 4=[0xFED976][5.00386725460169],,,,,1.74992506423065,,4.85611351104454,,1.90857803743155,,,7.53942279093229,10.5369874141423,,12.2293078355046,10.2532299737186,10.625312020396,,,3.32898148654141,9.00909564805909,9.57728919195975,9.4893977776719,,1.70613385460457,,,,,7.45326193896402,6.37330525492788,,,9.37692579702239,0.459184450844931,1.15463369974449,5.41125870905545,4.00171846419274,11.7845851035256,,,,3.05644614169149,8.6764035867747,5.9199353211549,6.06589126213596,,5.34099830876513,,5.90494478049422,,,7.26296777208133,7.66037210183601,10.3679691542343,,,10.5670296975487,,,4.89254738292405,7.24069681964927,5.14299621978335,4.6495862183478,,,9.99690911034897,,7.0970203556966,10.2469659256783,9.56008269449015,4.47455472788435,2.07026978236996,10.5641365350035,12.3332052268588,4.72158897133386,,8.38508955900337,,3.95947370546713,1.82563859843312,,7.54003687703118,3.11249896365342,,4.74412966107641,,9.5530719731432,9.57030539439337,3.38276144388286,,,4.63941559518971,9.19193621280303,9.98669495618325,8.45625393233826,7.89009838066366,11.3864510157671,6.60628480073727,10.1340251800336,5.14070478934788,,,10.0175220737454,,10.0041868144661,7.18283901862694,4463,2.91408712011228,,,9.58327957253655,,,3.08857304062769,3.24767912108873,7.79657926711734,,0.890787914187685,,,2.67018156028226,6.68964859083572,7.05187916331831,,,,,,2.5236558179638,2.01413994654245,,6.25307811515835,,1.80716414116736,10.2920918861401,,10.744482364399,5.32832780517868,0.775121236591187,2.77311892216708,,11.4045601746475,,2.88639127005016,,,7.79773577916129,,5.8745382350152,7.33600139355818,7.15231768140963,7.65492677449391,5.61753843660483,,,,9.21905132645944,10.2712837886052,2.10385190420928,,,,,,,6.06165110814904,2.1884700604559,,9.06687337512457,2.84273199964153,7.03280686293333,10.1676349916984,,,0.824944915542232,5.86924347292943,8.00898111692112,6.35321818762515,,,6,10.918843319625,12.315210283299,5.35928362067115,9.69119818753036,6.35169996068354,,,3.43716608557602,,,9.01384653383603,3.26006977420769,5.16401413001576,,,,2.63002459548652,9.88060422284011,,11.5456243295328,,12.0442096962791,7.291180001275,10.1187513407685,,,,,5.28462489165154,7.08563210268347,,,,,,,10.3558406283134,,,,
,,,Educational Inequality Gini Coefficient,,Description Educational Inequality Gini Coefficient,,0=[0xBD0026][100] 1=[0xF03B20][91] 2=[0xFD8D3C][81] 3=[0xFEB24C][69] 4=[0xFED976][57],,,,,82.8416878441109,,50.3130489096896,,59.895042888421,,,17.3425115632445,18.2856612928303,,13.0094314184795,7.21961038174735,15.7482785669606,,,66.6151856188729,8.71881370879212,24.2925082927385,17.2174339600039,,81.1245410567804,,,,,34.1746871363721,33.1747474606957,,,21.1846941778579,94.6692651979521,79.5827498379488,14.6181636157972,44.217964958076,18.219947046443,,,,60.0830619959307,13.8004959988288,33.8000708175043,26.0452178106615,,46.251710593932,,29.8253951610749,,,31.8373729133027,24.1046748473075,,,,8.75297903278348,,,35.1738360657487,31.9944120376781,55.9755287794555,33.6513846470328,,,24.9035861430208,,20.5894467049175,16.6739123150012,19.2359607966264,31.0291072977863,80.3329441893008,20.1698525431431,11.1517731982759,50.4428512266389,,24.8178084942399,,40.7208664436124,78.0255710977708,,19.2239734079271,54.2180284479837,,30.0582928753769,,12.257877674423,22.0759050108601,57.4861006704578,,,51.728032995024,16.8620897612885,23.859527233742,20.4242465688253,21.886900800114,9.24021653204388,43.9489293391033,19.555510602654,30.834807751986,,,19.0370978151903,,20.4602285065409,36.8129623765429,31.57136204,67.7957363202871,,,25.2838784640039,,,42.3909081744557,47.260817169597,30.9570904355109,,89.7932147210535,,,61.1099090999485,31.7110501399409,29.730427533844,,,,,,71.3840679160051,55.1862694082232,,36.4006480109059,,81.126589041532,15.9842323457379,,19.0025255982979,36.7465025064488,88.3578662385288,63.6279674860667,,10.9117735494568,,71.9526717507342,,,27.4881931414173,,23.3506966313867,26.7394539514608,22.1018867183429,29.3120645570622,27.2531838162636,,,,25.2418840821485,22.811505466282,65.1505711876088,,,,,,,42.3936184666509,71.9772138239575,,22.655262019751,73.6033215278268,37.7357129453972,,,,88.8758089298478,26.0232846309632,20.477243516725,26.0249124754633,,,35.6,12.3931764425915,7.65142796975243,47.5999227537463,14.136480708424,24.4728049234743,,,56.3669208908018,,,14.3389926418791,57.748461781782,41.9752428011293,,,,48.5693640064092,23.528006278148,,9.74921235315008,,14.2986790910712,19.0169320050075,18.2269138471371,,,,,37.7468345678714,33.0210417176187,,,,,,,24.9626342601138,,,,
,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Average Years of Education,,Description Average Years of Education,,0=[0xBD0026][14] 1=[0xF03B20][9.53188] 2=[0xFD8D3C][7.810027] 3=[0xFEB24C][6.398654] 4=[0xFED976][5.00386725460169],,,,,1.6035,,4.73426798169708,,1.84220304208591,,,7.54864353899109,10.4819982955118,,12.2281407238102,10.164109957629,10.5511715841911,,,3.11947837095145,8947,9.53360443483322,9.4415024975025,,1.70385106975607,,,,,7.0835,6.3459039206867,,,9.25049919967929,0.426172049439288,1.05350363998767,5371,3.89375731038703,11.6440501582004,,,,2.98667544360301,8.63390939119464,5.89894597380136,5.98416735369321,,5.2775,,5.82282993468493,,,7.08322799150806,7.52392025126293,,,,10.4688938426976,,,4.90796062221574,7.14030946216631,4.95054210758098,4.63078593259018,,,9.77629569774574,,7.18851355860426,10.2022928972491,9.54586362299291,4.45641439350851,1.91183516483517,10.5147985435361,12.2505945582739,4.6453225263671,,8.27400350070075,,3.8463499631457,1.87890068177099,,7.39993882724536,3.02295351647494,,4.67723965293908,,9.49827816732376,9.44223418744162,3.22810659621672,,,4.41407107156761,9.14064763653074,9959,8.35227776040759,7.83034513235112,11.3518982186045,6535,9.97354878674827,4.98238150161175,,,9.94117799980377,,9.97428865179673,7.22561466021269,4396,2929,,,9.48946487655589,,,2.93725749364861,3266,7.65400406101125,,0.907748597472127,,,2.5849009009009,6.55635176836932,6.95576950039756,,,,,,2.41508886944634,1.95167785933487,,6355,,1.62304933356853,10.2153305158835,,10.6980605840611,5.2111971819449,0.723371011290302,2.62929529776302,,11.3446671008042,,2.7785,,,7.71394686448958,,5.92494978990235,7.30806224554695,7.03560281871335,7.56228750554338,5.51212457968698,,,,9.10382461270065,10.0358377086402,2024,,,,,,,5911,2.11776283683614,,9.02687625373841,2.75525673621372,6.68218523430964,,,,0.734235056702112,5.68113116613085,7.94176557461982,6.30617132867133,,,5.83,10.9797269759922,12.3226924517883,5.14919955172721,9.60379878012825,6.29915238046226,,,3.3662992007992,,,8.98891905930483,3.24656526268817,5.0443720334566,,,,2.51410491539225,9.70666782460432,,11.4600552824246,,12.0508315256172,7.27457253254865,10.0224866234484,,,,,5.16731625751556,6.96677981119762,,,,,,,10.2457906297409,,,,
,,,Educational Inequality Gini Coefficient,,Description Educational Inequality Gini Coefficient,,0=[0xBD0026][100] 1=[0xF03B20][91] 2=[0xFD8D3C][81] 3=[0xFEB24C][69] 4=[0xFED976][57],,,,,83.8423197847891,,50.9525056832256,,61.8440583293946,,,17.928658540954,18.667097081884,,13.8237810116443,7.42586091492995,16.356609946509,,,68.7618018886097,10.3478752739325,24.890963328131,17.2723610517323,,81.1004139389443,,,,,37.0126025369824,33.41328399222,,,21.7980774853127,94.8688220537336,81.4207752530239,15.0757073210813,44.9462702357182,18.92278974145,,,,61.6509401066814,14.1439988519975,33.1101236681586,26.4879379254995,,47.1291960199072,,29.1249326687419,,,32.1819676148573,24.3749957544163,,,,8.77154869224595,,,34.387207225511,33.1172343448577,57.8348336396812,33.8087821222704,,,26.0178700434826,,20.9162755208459,16.3457692356878,18.8559767656867,30.4875152004445,81.4934432967605,20.6857226018814,11.3980071420206,51.4420202775492,,25.2388831720916,,41.7585785574833,77.2504574575555,,20.222681638232,55.5163839516127,,30.606846936996,,12.8023067185245,22.7101001189539,59.4625866512576,,,54.1019603943978,16.9856371704416,23.6370119014557,20.4694836268201,22.2647447970418,9.49003515575664,44.0702025222948,20.6784281279848,32.7901083631234,,,20.242159240604,,21.6557593494622,37.2290165198768,31.02511202,67.2349542567663,,,25.5507586782792,,,44.2803560582258,47.3790886505484,31.7724728967271,,89.60479831669,,,61.8299907833073,32.4558370386006,29.9702671717803,,,,,,71.9941379280519,57.1629004300412,,35.8381617731501,,83.254970495156,16.0240283099356,,18.7235757562546,37.4340771223009,89.2742130354624,65.9432304862374,,11.4096595216219,,71.9396792655012,,,28.1236490000265,,23.7443811751725,27.3166934830134,22.845671147149,29.7529535022253,27.7506383670644,,,,25.9333509567481,23.4109103061147,64.8024620927308,,,,,,,43.4170724846278,72.3672006517566,,22.5078166271104,74.7873075892135,38.6596469016932,,,,88.8679411746122,26.2169816259887,20.0506300988314,26.4289342861391,,,36.5,12.2471651069161,7.49307943788545,49.0695592843586,15.8499336332118,24.911611553375,,,56.8400122676004,,,13.8887459984989,58.8204794505124,43.3166855526238,,,,50.6261947346727,23.2278145753243,,9.67016228347638,,14.8270729986566,19.717900666356,18.7719840088972,,,,,39.1761007747965,32.7127157315361,,,,,,,24.4344597389487,,,,
,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Average Years of Education,,Description Average Years of Education,,0=[0xBD0026][14] 1=[0xF03B20][9.53188] 2=[0xFD8D3C][7.810027] 3=[0xFEB24C][6.398654] 4=[0xFED976][5.00386725460169],,,,,1.55551922660955,,4.63923531934328,,1.81398437266819,,,7.55385131231844,10.3480457729379,,12.1644495504288,10.079375632047,10.3836347603895,,,3.0961232842166,8.92003888958112,9.34026646459716,9.37173481075505,,1.67264670511047,,,,,6.73656390147259,5.90387771585306,,,9.18218699513721,0.395850834615976,1.01898019758259,5.41939242250315,3.82621634109227,11.5381328866126,,,,2.75050137587459,8.59454308696441,5.88411149366709,5.9148576178233,,5.33471468065831,,5.71348962959795,,,6.99187145023345,7.49079367263113,,,,10.4124655893341,,,4.95015218328182,7.13838813652965,4.76914625845892,4.56466480892496,,,9.62591418706854,,7.10747201554825,10.1133324858947,9.44904443548046,4.40230637508023,1.83029728851001,10.4063260964174,12.1146922166538,4.66485245473983,,8.16724985060353,,3.76273814296446,1.88385569891859,,7.41779187692822,2.9640918685377,,4.6701152090005,,9.37837756755862,9.35402467762592,3.1956168387912,,,4.33230537277397,9.08671603382267,9.90011055304936,8.27516144638286,7.79906215650306,11.2696207094693,6.47733406477044,9.84361131779666,4.96777111314743,,,9.83361646873859,,9.84255082858741,7.01443871808848,4365,2.89103966216676,,,9.33093390250893,,,2.91807420556508,3.25389771591112,7.54570269633512,,0.904648303279067,,,2.54085759304688,6.50562835192001,6.91319439307768,,,,,,2.36707821354259,1.88499485136719,,6.31993061383215,,1.54043734690802,10.1668710998819,,10.6918997780169,5.12497214491829,0.681661799766245,2.56593046642294,,11.244526597324,,2.73425857572945,,,7.67684218096806,,5.87200468485758,7.23505067214114,6.98871546387473,7.44797516992937,5.48163728381692,,,,9.06741280035036,9.888538776757,1.97725261901129,,,,,,,5.77149046878095,2.03230841572947,,9.05472314901081,2.73586844180526,6.63916201613411,,,,0.724237071442473,5.59888361862655,7.8683889903514,6.26459519608789,,,5.75,10.8901704985358,12.2722570727654,5.10554586873629,9.49494058098415,5.25520842539707,,,3.29020736645814,,,8.97667299981829,3.2200206118604,4.96442041869004,9.90834835032713,,,2.47170801531551,9.55997408216445,,11.3691600800668,,11.9894876582424,7.1380349669968,9.94503713235101,,,,,5.16366886581713,6.82191476639474,,,,,,,10.1059924238449,,,,
,,,Educational Inequality Gini Coefficient,,Description Educational Inequality Gini Coefficient,,0=[0xBD0026][100] 1=[0xF03B20][91] 2=[0xFD8D3C][81] 3=[0xFEB24C][69] 4=[0xFED976][57],,,,,84.0544907883325,,51.6073252816034,,62.5023569305268,,,18.3131955380344,18.9094813005604,,13.6810501570477,7.93131888915131,16.6192509124532,,,68.9771167900651,10.4114827823392,26.0987481468428,17.2392187071871,,81.578224398671,,,,,38.4913666486196,33.2746930113392,,,22.106461733572,95.2265359204154,82.0981588865954,15.0506943483999,46.152011073736,18.9031547685044,,,,62.5501233899195,14.044931034926,32.6973477066614,26.6831267526213,,46.4822251767048,,29.2444959167281,,,32.3117932204056,24.4997003954264,,,,9.0914610756728,,,34.5948259793242,33.0255094984044,59.4568052254057,34.6383668391979,,,26.5360494441536,,21.1184303427282,16.4814054339194,19.0335038319998,31.12107299219,82.2981154853542,20.545183279897,11.9715110612508,51.4011039566282,,25.0601076768576,,43.1537982338322,78.2373953409088,,19.8406500459295,56.8077176241666,,31.3511288977318,,13.437733505608,22.9614667466935,60.3675466931301,,,55.0408501052931,16.9315247181797,23.5498382736223,20.6609882895677,21.972076366907,9.60419631128451,44.1600096904892,20.7099757740619,33.696095126751,,,20.1036248332477,,22.0570213890371,39.3574301925492,31.06783028,67.8475019538279,,,25.7702396322093,,,44.8390173621165,48.3500049561992,32.1353337543671,,89.7037838997325,,,62.4167579509545,32.6665884361116,30.0852992164264,,,,,,72.307240972262,58.5380792776396,,35.9502168870945,,84.1850054914419,15.8335108653556,,18.578518108092,37.9715894764042,89.6830814502187,66.7402555707135,,11.534991812121,,72.3384142008591,,,28.1808326369326,,24.1993950394027,27.6045578593128,22.9568706142369,30.0123866346615,28.0078246230949,,,,26.1211184586734,23.6743840370177,65.4112464898878,,,,,,,44.5539929757369,73.7581441256389,,22.1908493275719,75.0208150744701,38.6264105582319,,,,89.4089353627379,27.1708956792394,20.0101383721454,26.5964782508609,,,37.3,12.4627569752722,7.41259582756543,49.7639424558839,15.8614979774724,27.912981692693,,,57.8555384740319,,,13.8223049238015,59.1229894243347,44.0628735620197,,,,51.5428610946109,23.7187228806935,,9.93756926524549,,14.8369318401515,20.0119603775748,18.4773459934299,,,,,39.6260210342636,33.7544526957211,,,,,,,24.6526111783263,,,,
,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Average Years of Education,,Description Average Years of Education,,0=[0xBD0026][14] 1=[0xF03B20][9.53188] 2=[0xFD8D3C][7.810027] 3=[0xFEB24C][6.398654] 4=[0xFED976][5.00386725460169],,,,,1.53999684334938,,4.46146908644238,,1.77463543434318,,,7.37733074174358,10.4076853260483,,12.0870612077546,10.0832802531717,10.4491820762961,,,3.0221043492944,8.99762029885884,9.33207439673592,9.27766973345479,,1.56514380488109,,,,,6.58473824064793,5.75640790104351,,,9.19033153029005,0.322107502805419,0.946093168456289,5.3696197333241,3.70490490635999,11.4276093285468,,,,2.68158182134017,8.46036826708913,5.84492922315397,5.76730773842038,,5.12596689033488,,5.65415187722978,,,6.83381734393427,7.45030214352754,,,,10.3687639968712,,,4.88897888949227,6.96008335782901,4.61039289913021,4.49222441358455,,,9.62536646297704,,6.95350631837894,9.95498692817941,9.36682339881391,4.22388450130681,1.74214231339954,10.4412580302516,12.1495610938525,4.59178051373668,,8.06867805783091,,3.71234182048156,1.796044522821,,7.27281116062519,2.93598318190137,,4.59564425420986,,9.37956616148,9.17585002769205,3.08789763854294,,,4.19155876442733,9.03071783183316,9.884657916059,8.17750179637707,7.69197045975709,11.2316273180735,6.4660044258112,9.87267567159291,4.84843271834753,,,9.88292138457602,,9.84082893277853,6.81443885669587,4238,2.85367176204129,,,9.32702493493487,,,2.8595886688914,3.26108643442235,7.43099075816282,,0.881357520518858,,,2.49839378155171,6.40703079386523,6.78640270058528,,,,,,2.23411414989138,1.85067421370978,,6.1757047955491,,1.41905048215846,10.0759018080043,,10.4687936377391,5.05254572197744,0.647253365168353,2.43684542449188,,11.1820131903981,,2.67937572579121,,,7.58463808930255,,5.76118251361526,7.04082144028313,6.94176230294461,7.34144841463324,5.32238517374395,,,,9.05245720693567,9.89128171189109,1.86360773068095,,,,,,,5.75256240538221,2.01803633521185,,9.0572988935272,2.63123598836689,6.5911375978499,,,,0.734653540388608,5.49491168485972,7.73114081918594,6.13601563845366,,,5.66,10.8508260272513,12.2280809455248,4.91344964471379,9.48881942339814,4.91493797053419,,,3.19830238490532,,,8.92454528580584,3.03932962172116,4.85713463684436,,,,2.38814488210575,9.58483501792664,,11.3360183977227,,11.927574423726,6.96846417940615,9.97202557621625,,,,,5.03434829401648,6.63330254003622,,,,,,,9.93258523828354,,,,
